,file,parsed,entities,labels,position_start,position_end
PMC7952870,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7952870\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of Peking University People's Hospital. The patients/participants provided their written informed consent to participate in this study.,[Peking University People's Hospital],['ORG'],[95],[130]
PMC7953497,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7953497\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Ethics Committee of Binzhou Medical University (Shandong, China) for sample collection from women undergoing voluntary termination of gestation. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Ethics Committee of Binzhou Medical University (Shandong, China). This study was conducted in strict accordance with the requirements of the Guide for the Care and Use of Laboratory Animals of Binzhou Medical University. All experimental procedures were performed under sodium pentobarbital anesthesia to minimize the suffering of laboratory animals.","[the Ethics Committee of Binzhou Medical University (Shandong,, China, the Ethics Committee of Binzhou Medical University (Shandong,, China, Binzhou Medical University]","['ORG', 'GPE', 'ORG', 'GPE', 'ORG']","[71, 133, 362, 424, 559]","[132, 138, 423, 429, 585]"
PMC7957050,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7957050\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved. 1. Plasma samples from 
 ","[1, Plasma]","['CARDINAL', 'GPE']","[69, 72]","[70, 78]"
PMC7959803,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7959803\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by The University of Alabama at Birmingham Institutional Review Board. The patients/participants provided their written informed consent to participate in this study.,"[The University of Alabama at, Birmingham Institutional Review Board]","['ORG', 'ORG']","[71, 100]","[99, 137]"
PMC7960672,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7960672\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Committee on the Use of Live Animals in Teaching and Research of the Tongji University for Laboratory Animal Medicine.,[the Committee on the Use of Live Animals in Teaching and Research of the Tongji University for Laboratory Animal Medicine],['ORG'],[46],[167]
PMC7960785,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7960785\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by 5349-2016050918198875, CEEA-LR-12117.","[5349-2016050918198875, CEEA]","['DATE', 'ORG']","[46, 69]","[67, 73]"
PMC7960930,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7960930\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the local Ethical Committee of the Pirogov Russian National Research Medical University (Protocol No. 140 from December 15, 2014). The human biological material was obtained from the Perinatal Center of Kama Children’s Medical Center (KCMC) of Naberezhnye Chelny. The studies of cell transplantation into human participants were not conducted. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the local Ethical Committee of the Pirogov Russian National Research Medical University (Protocol No. 140 from December 15, 2014) and of Federal Research and Clinical Center of Specialized Medical Care and Medical Technologies (protocol No. 1_6_2019 from April 9, 2019). Experiments were carried out in accordance with directive 2010/63/EU on the protection of animals used for scientific purposes of the European Parliament and the Council of European Union dated September 22, 2010. All efforts were made to minimize the number of animals and exclude pain and other unpleasant effects for the animals. There were no restrictions in access to water and food (rodent chow), or other limitations. Animal studies are reported according to ARRIVE guidelines.","[Ethical Committee, 140, December 15, 2014, the Perinatal Center, Kama Children’s Medical Center, Naberezhnye Chelny, Ethical Committee, 140, December 15, 2014, Federal Research and Clinical Center of Specialized Medical Care and Medical Technologies, April 9, 2019, 2010/63, EU, the European Parliament, the Council of European Union, September 22, 2010]","['ORG', 'CARDINAL', 'DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'CARDINAL', 'DATE', 'ORG', 'DATE', 'CARDINAL', 'ORG', 'ORG', 'ORG', 'DATE']","[81, 173, 182, 250, 274, 315, 567, 659, 668, 694, 812, 886, 894, 958, 986, 1022]","[98, 176, 199, 270, 304, 333, 584, 662, 685, 783, 825, 893, 896, 981, 1015, 1040]"
PMC7962410,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7962410\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by UM IACUC.,[],[],[],[]
PMC7966710,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7966710\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Nanfang Hospital-Ethics Committee. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[Nanfang Hospital-Ethics Committee],['ORG'],[71],[104]
PMC7969712,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7969712\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Science Research Department of the Institute of Animal Science, Chinese Academy of Agricultural Sciences (CAAS), Beijing, China (approval number: RNL09/07).","[the Science Research Department, the Institute of Animal Science, Chinese Academy of Agricultural Sciences (CAAS, Beijing, China]","['ORG', 'ORG', 'ORG', 'GPE', 'GPE']","[46, 81, 114, 163, 172]","[77, 112, 160, 170, 177]"
PMC7969984,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7969984\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Institute of Animal Care and Use Committee at the University of Maryland. Written informed consent was obtained from the owners for the participation of their animals in this study.,"[the Institute of Animal Care and Use Committee, the University of Maryland]","['ORG', 'ORG']","[46, 96]","[92, 122]"
PMC7970302,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7970302\sections\1_body\5_ethics_statement\1_p.xml,The Ethics Committee of the Xinqiao Hospital of Army Medical University approved the present study (AF/SC-08/1.0). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by The Animal Ethics Committee Army Medical University approved all studies [No. SYXK(yu)2017-0002].,"[The Ethics Committee of the Xinqiao Hospital of Army Medical University, AF/SC-08/1.0, The Animal Ethics Committee Army Medical University]","['ORG', 'ORG', 'ORG']","[0, 100, 257]","[71, 112, 308]"
PMC7970703,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7970703\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by the animal welfare committee of the Regierungspräsidium Freiburg (G-06/19 and G-11/79).,[the Regierungspräsidium Freiburg],['ORG'],[78],[110]
PMC7973233,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7973233\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Human Ethics Committee at the IVI Foundation, Valencia, Spain. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Committee for Animal Welfare of University of Valencia.","[the Human Ethics Committee, the IVI Foundation, Valencia, Spain, Committee for Animal Welfare of University of Valencia]","['ORG', 'ORG', 'GPE', 'GPE', 'ORG']","[71, 101, 121, 131, 280]","[97, 119, 129, 136, 334]"
PMC7973462,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7973462\sections\2_back\2_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Ethics Committee of the Affiliated Hospital of Chengdu University of Traditional Chinese Medicine (number: DL2019002). Written informed consent was obtained from the owners for the participation of their animals in this study.,"[the Ethics Committee of the Affiliated Hospital of Chengdu University of Traditional Chinese Medicine, DL2019002]","['ORG', 'CARDINAL']","[46, 157]","[147, 166]"
PMC7982593,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7982593\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the local Research Ethics Committee at Zhongnan Hospital of Wuhan University (Approval No.2018078). The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Animal Care and Use Committee of Wuhan University following the Animal Experiment/Animal Biosafety Level-III Laboratory Guidelines.,"[Research Ethics Committee, Zhongnan Hospital, Wuhan University, Wuhan University, the Animal Experiment/Animal Biosafety Level-III Laboratory Guidelines]","['ORG', 'ORG', 'ORG', 'ORG', 'ORG']","[81, 110, 131, 350, 377]","[106, 127, 147, 366, 447]"
PMC7982826,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7982826\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Policlinico Catania 1, n.34/2019/PO. The patients/participants provided their written informed consent to participate in this study.","[Policlinico Catania, 1, PO]","['FAC', 'CARDINAL', 'GPE']","[71, 91, 104]","[90, 92, 106]"
PMC7987677,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7987677\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Ethics Committee of Soochow University.,[Ethics Committee of Soochow University],['ORG'],[46],[84]
PMC7988077,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7988077\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Danish National Committee on Health Research Ethics (H-15005137). The patients/participants provided their written informed consent to participate in this study.,[Danish National Committee on Health Research Ethics],['ORG'],[71],[122]
PMC7988233,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7988233\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Animal Care Committee of Shanghai Jiao Tong University School of Medicine.,"[Animal Care Committee, Shanghai, Tong University School of Medicine]","['ORG', 'GPE', 'ORG']","[46, 71, 85]","[67, 79, 119]"
PMC7991082,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7991082\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Animal Use and Management Committee of Yueyang Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai University of Traditional Chinese Medicine.","[the Animal Use and Management Committee of Yueyang Hospital of Integrated Traditional Chinese, Western Medicine, Shanghai University of Traditional Chinese Medicine]","['ORG', 'ORG', 'ORG']","[46, 144, 162]","[139, 160, 213]"
PMC7991101,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7991101\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Conjoint Health Research Ethics Board (CHREB), University of Calgary. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.","[Conjoint Health Research Ethics Board, University of Calgary]","['ORG', 'ORG']","[71, 118]","[108, 139]"
PMC7991829,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7991829\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Medical Ethical Committee of the Netherlands Cancer Institute – Antoni van Leeuwenhoek. The patients/participants provided their written informed consent to participate in this study.,"[the Medical Ethical Committee, the Netherlands Cancer Institute – Antoni van Leeuwenhoek]","['ORG', 'ORG']","[71, 104]","[100, 161]"
PMC7992425,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7992425\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Institutional review board of Samsung Medical Center (IRB 2013-12-076-005). The patients/participants provided their written informed consent to participate in this study.,[Samsung Medical Center],['ORG'],[101],[123]
PMC7996096,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC7996096\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Harvard Medical School Office of Institutional Animal Care and Use Committees (IACUC) Approval ID# IS00000187–3; Microbial Effect on Mammalian Host.,"[Harvard Medical School Office of Institutional Animal Care, Microbial Effect on Mammalian Host]","['ORG', 'ORG']","[46, 159]","[104, 193]"
PMC8005588,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8005588\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Institutional Review Board (IRB) of Tongji University Shanghai East Hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by the Institutional Animal Care and Use Committee of the Tongji University School of Medicine.,"[the Institutional Review Board, Tongji University Shanghai East Hospital, the Institutional Animal Care and Use Committee of the Tongji University School of Medicine]","['ORG', 'ORG', 'ORG']","[71, 111, 295]","[101, 151, 386]"
PMC8005714,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8005714\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by The Ethical Committee of Research on Human Beings from the René Rachou Institute – Fiocruz Minas (protocols # 05/2008 and # 80235017.4.0000.5091), according to the Brazilian National Council of Health. The study participants were informed about the aims and procedures and agreed with voluntary participation through written informed consent. The patients/participants provided their written informed consent to participate in this study.","[The Ethical Committee of Research on Human Beings, the René Rachou Institute, the Brazilian National Council of Health]","['ORG', 'ORG', 'ORG']","[71, 126, 231]","[120, 151, 271]"
PMC8006299,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8006299\sections\1_body\5_ethics_statement\1_p.xml,"This study was approved by the Medical Ethics Committee of Beijing Tiantan Hospital, Capital Medical University, Beijing, China. Written informed consent to participate in this study was obtained from all patients at the time of admission.","[the Medical Ethics Committee, Capital Medical University, Beijing, China]","['ORG', 'ORG', 'GPE', 'GPE']","[27, 85, 113, 122]","[55, 111, 120, 127]"
PMC8007871,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8007871\sections\1_body\5_ethics_statement\1_p.xml,"All animal experiments were conducted with the approval of the animal ethics and use committee (IACUC) of Xiamen University (Xiamen, Fujian, China; Approval ID: scxk2013-0006).","[IACUC, Xiamen University (Xiamen, Fujian, China, Approval]","['ORG', 'ORG', 'GPE', 'GPE', 'PERSON']","[96, 106, 133, 141, 148]","[101, 131, 139, 146, 156]"
PMC8008069,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8008069\sections\1_body\5_ethics_statement\1_p.xml,"All rat studies were performed with approved protocols in compliance with the Association for the Assessment and Accreditation of Laboratory Animal Care and Institutional Animal Care and Use Program, Rutgers, The State University of New Jersey Rutgers University.","[the Association for the Assessment and Accreditation of Laboratory Animal Care and Institutional Animal Care and Use Program, The State University of New Jersey Rutgers University]","['ORG', 'ORG']","[74, 209]","[198, 262]"
PMC8008129,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8008129\sections\1_body\6_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the local ethics committee (Etikprövningsnämnden Uppsala, no. 99398, 22/9 1999, cont, 2003, no. C254/4; no. C45/7 2007, Dnr. 2013/190), and patient consent was obtained. The study adhered to the rules of the Declaration of Helsinki. The surgical specimens were from patients suffering from life-threatening posterior cranial fossa meningioma compressing the brain stem. Human cochleas were harvested at major trans-cochlear skull base surgeries, including facial nerve rerouting. The operations were performed at Uppsala University Hospital by a team of neurosurgeons and otoneurosurgeons. Five cochleae were dissected out using diamond drills of various sizes (
 ","[Etikprövningsnämnden Uppsala, 99398, 22/9 1999, 2003, Dnr, 2013/190, the Declaration of Helsinki, Uppsala University Hospital, neurosurgeons, Five]","['PERSON', 'CARDINAL', 'DATE', 'DATE', 'PERSON', 'CARDINAL', 'WORK_OF_ART', 'ORG', 'CARDINAL', 'CARDINAL']","[99, 133, 140, 157, 191, 196, 275, 584, 625, 661]","[127, 138, 149, 161, 194, 204, 302, 611, 638, 665]"
PMC8009284,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8009284\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Experimental Animal Ethics Committee of the First Hospital of Jilin University.,"[Experimental Animal Ethics Committee, the First Hospital of Jilin University]","['ORG', 'ORG']","[46, 86]","[82, 124]"
PMC8009625,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8009625\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Ethics Committee of the Veneto Institute of Oncology. The patients/participants provided their written informed consent to participate in this study.,"[Ethics Committee, the Veneto Institute of Oncology]","['ORG', 'ORG']","[71, 91]","[87, 123]"
PMC8010301,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8010301\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Peking University People’s Hospital. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,[Peking University People’s Hospital],['ORG'],[71],[106]
PMC8010307,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8010307\sections\1_body\5_ethics_statement\1_p.xml,All experiments were carried out in accordance with the ethical guidelines of the University of Queensland and with the approval by the University of Queensland Human Research Ethics Committee (Approval number-2019000159).,"[the University of Queensland, the University of Queensland Human Research Ethics Committee]","['ORG', 'ORG']","[78, 132]","[106, 192]"
PMC8010663,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8010663\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by the Ethics Committee of Animal Care and Welfare, Shantou University Medical College.","[the Ethics Committee of Animal Care and Welfare, Shantou University Medical College]","['ORG', 'ORG']","[46, 95]","[93, 129]"
PMC8010667,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8010667\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Committees for the Institutional Review Board of Harbin Medical University, China. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Committees for the Institutional Review Board of Harbin Medical University, China. Written informed consent was obtained from the owners for the participation of their animals in this study.","[Committees for, the Institutional Review Board, Harbin Medical University, China, Committees for, the Institutional Review Board, Harbin Medical University, China]","['ORG', 'ORG', 'ORG', 'GPE', 'ORG', 'ORG', 'ORG', 'GPE']","[71, 86, 120, 147, 296, 311, 345, 372]","[85, 116, 145, 152, 310, 341, 370, 377]"
PMC8012494,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8012494\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by Ethical committee of the canton of Grisons in Switzerland.,"[Ethical, Grisons, Switzerland]","['ORG', 'ORG', 'GPE']","[46, 81, 92]","[53, 88, 103]"
PMC8012682,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8012682\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by local animal experimentation ethics committee (Le Comité d’Ethique pour l’Expérimentation Animale Charles Darwin) and National Institutes of Health guide for the care and use of laboratory animals as well as the Directive 2010/63/EU of the European Parliament.,"[Le Comité d’Ethique, Animale Charles Darwin, National Institutes of Health, Directive, the European Parliament]","['ORG', 'PERSON', 'ORG', 'PERSON', 'ORG']","[93, 136, 164, 258, 282]","[112, 158, 193, 267, 305]"
PMC8012759,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8012759\sections\1_body\6_ethics_statement\1_p.xml,"The animal study was reviewed and approved by The Ethics and Scientific Committee, Department of Physiology, Kasr Al Ainy Faculty of Medicine, Cairo University, Egypt.","[The Ethics and Scientific Committee, Department of Physiology, Cairo University, Egypt]","['ORG', 'ORG', 'ORG', 'GPE']","[46, 83, 143, 161]","[81, 107, 159, 166]"
PMC8012816,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8012816\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the IACUC of Huazhong University of Science and Technology.,[Huazhong University of Science and Technology],['ORG'],[59],[104]
PMC8012841,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8012841\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethics committee of the University of Regensburg, Regensburg, Germany. The patients/participants provided their written informed consent to participate in this study.","[Ethics, the University of Regensburg, Regensburg, Germany]","['ORG', 'ORG', 'GPE', 'GPE']","[71, 91, 121, 133]","[77, 119, 131, 140]"
PMC8012905,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8012905\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of Eastern Hepatobiliary Surgery Hospital. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by The First Hospital of Jilin University.,"[the Ethics Committee of Eastern, The First Hospital of Jilin University]","['ORG', 'ORG']","[71, 277]","[102, 315]"
PMC8017136,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8017136\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Experimental Animal Ethics Committee of Guangzhou Medical University.,"[the Experimental Animal Ethics Committee, Guangzhou Medical University]","['ORG', 'ORG']","[46, 90]","[86, 118]"
PMC8017138,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8017138\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Institutional Administration Panel for Laboratory Animal Care at Stanford University (Protocol number: 17566).,"[Institutional Administration Panel for Laboratory Animal Care, Stanford University, 17566]","['ORG', 'ORG', 'DATE']","[46, 111, 149]","[107, 130, 154]"
PMC8017144,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8017144\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Local ethical committee of Almazov National Medical Research Centre. The patients/participants provided their written informed consent to participate in this study.,[Almazov National Medical Research Centre],['ORG'],[98],[138]
PMC8017201,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8017201\sections\1_body\6_ethics_statement\1_p.xml,"Ethical review and approval was not required for the animal study because dorsal root ganglia were explanted from euthanized neonatal rats and used as an 
 ",[],[],[],[]
PMC8017308,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8017308\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the ethics committee of Second Affiliated Hospital of Soochow University.,[Second Affiliated Hospital of Soochow University],['ORG'],[70],[118]
PMC8019789,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8019789\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by the Ethical Committee of Humanitas Research Hospital (study number: 1960, ID of the experimentation: 545, authorization date: 08-03-2018). The patients/participants provided their written informed consent to participate in this study.","[the Ethical Committee of Humanitas Research Hospital, 1960, 545, 08]","['ORG', 'DATE', 'CARDINAL', 'CARDINAL']","[71, 139, 172, 197]","[123, 143, 175, 199]"
PMC8019831,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8019831\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Ethics Committee in the use of animals from Medical School of the University of São Paulo (Protocol No. 123/14).,"[Ethics Committee, Medical School of the University of São Paulo, 123/14]","['ORG', 'ORG', 'CARDINAL']","[46, 90, 150]","[62, 135, 156]"
PMC8019902,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8019902\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Duke University Institutional Review Board. The patients/participants provided their written informed consent to participate in this study. The animal study was reviewed and approved by Duke Institutional Animal Care and Use Committee.,"[Duke University Institutional Review Board, Duke Institutional Animal Care]","['ORG', 'ORG']","[71, 257]","[113, 287]"
PMC8019904,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8019904\sections\2_back\2_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Ethics Committee of the First Affiliated Hospital and the Second Affiliated Hospital of Xi’an Jiaotong University. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.,"[the Ethics Committee, the First Affiliated Hospital, the Second Affiliated Hospital of Xi’an Jiaotong University]","['ORG', 'ORG', 'ORG']","[71, 95, 129]","[91, 124, 188]"
PMC8019928,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8019928\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Human Research Ethics Committee in The First Affiliated Hospital of Wenzhou Medical University. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[Human Research Ethics Committee, The First Affiliated Hospital of, Wenzhou Medical University]","['ORG', 'ORG', 'ORG']","[71, 106, 139]","[102, 138, 165]"
PMC8019941,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8019941\sections\1_body\6_ethics_statement\1_p.xml,The study involving clinical outcome of human participants was reviewed and approved by Institutional Review Board. The patients/participants provided their written informed consent before treatment.,[Institutional Review Board],['ORG'],[88],[114]
PMC8021718,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8021718\sections\1_body\5_ethics_statement\1_p.xml,The animal study was reviewed and approved by the Ethics Committee of The Third Hospital Affiliated to Medical University of Zunyi.,[the Ethics Committee of The Third Hospital Affiliated to Medical University of Zunyi],['ORG'],[46],[130]
PMC8021916,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8021916\sections\1_body\5_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by The Institutional Review Board of the Songeui Campus, The Catholic University of Korea. Written informed consent for participation was not required for this study in accordance with the national legislation and the institutional requirements.","[The Institutional Review Board, The Catholic University of Korea]","['ORG', 'ORG']","[71, 125]","[101, 157]"
PMC8021918,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8021918\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Institutional Review Board from Federal University of São Paulo. Written informed consent to participate in this study was provided by the participants’ legal guardian/next of kin.,"[Institutional Review Board, Federal University of São Paulo]","['ORG', 'ORG']","[71, 103]","[97, 134]"
PMC8024637,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8024637\sections\1_body\6_ethics_statement\1_p.xml,The animal study was reviewed and approved by Bioethics Committee of the University of Salamanca (approval number 380).,"[Bioethics Committee of, the University of Salamanca, number 380]","['ORG', 'ORG', 'CARDINAL']","[46, 69, 107]","[68, 96, 117]"
PMC8026886,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8026886\sections\1_body\5_ethics_statement\1_p.xml,"The animal study was reviewed and approved by Institute of Medical Biology, Chinese Academy of Medical Sciences.","[Institute of Medical Biology, Chinese Academy of Medical Sciences]","['ORG', 'ORG']","[46, 76]","[74, 111]"
PMC8027113,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8027113\sections\1_body\5_ethics_statement\1_p.xml,"The study was reviewed and approved by the Regional Committees for Medical and Health Research Ethics REK Midt, ref no 136767. Written informed consent from the participants was not required in accordance with national legislation and institutional requirements.","[the Regional Committees for Medical and Health Research Ethics REK Midt, 136767]","['ORG', 'DATE']","[39, 119]","[110, 125]"
PMC8027121,C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_1000\PMC8027121\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the Human Ethics Committee of the University. The patients/participants provided their written informed consent to participate in this study.,[the Human Ethics Committee],['ORG'],[71],[97]
