,parsed,entities,labels,position_start,position_end,has_terms
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8176283\sections\1_body\5_ethics_statement\1_p.xml,UK Biobank had obtained ethics approval from the North West Multi-centre Research Ethics Committee which covers the UK (approval number: 11/NW/0382) and had obtained informed consent from all participants.,"[UK Biobank, Research Ethics Committee, UK, 11]","['ORG', 'ORG', 'GPE', 'CARDINAL']","[0, 73, 116, 137]","[10, 98, 118, 139]",approval number
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8177669\sections\1_body\4_ethics_statement\1_p.xml,Ethical approval was not provided for this study on human participants because case report. The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the patient for publication of this case report and any accompanying images.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8177695\sections\1_body\1_case_description\1_p.xml,"A 54-year-old nulligravida female had a 10-year history of nocturia, urinary frequency and recurrent urinary tract infections which had been managed with short courses of antibiotics. On presentation, physical examination revealed a firm hard mass along the anterior vaginal wall. Her examination was otherwise unremarkable and specifically no evidence of bony dysplasia of her limbs. Despite the length of symptoms, she had not undergone any investigations for her long-standing urinary symptoms until a computed tomography (CT) scan of her pelvis was organized and a large pelvic mass emerging from her pubis was noted, prompting specialist sarcoma service referral. The patient consented to the production of this report and it was approved by our ethics committee.","[54-year-old, 10-year]","['DATE', 'DATE']","[2, 40]","[13, 47]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8177695\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by St Vincent's Hospital (Melbourne) Human Research Ethics Committee (HREC). The patients/participants provided their written informed consent to participate in this study. Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,"[St Vincent's Hospital, Melbourne) Human Research Ethics Committee]","['PERSON', 'ORG']","[71, 94]","[92, 136]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8180579\sections\1_body\1_methods\2_participants\1_p.xml,"The target population consists of patients hospitalized with the coronavirus. The eligible patients, based on the inclusion criteria, will be informed about the purpose of study. Then an assistant researcher will collaborate to obtain the written informed consent. It will be ensured that participants can withdraw from the study any time they wish with no effect on their subsequent care. The informed consent has already been evaluated by the Ethics Committee of MUMS (Ethical code: IR.MUMS.REC.1399.118).","[the Ethics Committee, IR.MUMS.REC.1399.118]","['ORG', 'ORG']","[441, 485]","[461, 505]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8183679\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the institutional review board of the First Affiliated Hospital of Zhengzhou University. The ethics approval number is 2019-KY-330. The patients/participants provided their written informed consent to participate in this study.,"[the First Affiliated Hospital of Zhengzhou University, 2019-KY-330]","['ORG', 'DATE']","[105, 190]","[158, 201]",approval number
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185018\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Research Ethics Committee of the Medical Faculty of the Ruhr University Bochum. The participants provided their informed consent to participate in this study.,"[Research Ethics Committee, the Medical Faculty of the Ruhr University Bochum]","['ORG', 'ORG']","[71, 100]","[96, 149]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185063\sections\1_body\4_ethics_statement\1_p.xml,"The Medical and Health Research Ethics Committee of Faculty of Medicine, Public Health and Nursing, Universitas Gadjah Mada/Dr. Sardjito Hospital ruled the study exempt from approval because this study was a case series. Written informed consent was obtained from all parents of the patients for publication of this case series.","[The Medical and Health Research Ethics Committee of Faculty of Medicine, Public Health, Nursing, Sardjito Hospital]","['ORG', 'GPE', 'PERSON']","[0, 91, 128]","[86, 98, 145]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185277\sections\1_body\1_materials_and_methods\3_ethics_statement\1_p.xml,Informed consents were obtained from all the participants. This study was approved by the Clinical Trials and Biomedical Ethics Committee of West China [no. 2014 (198)] and was performed in accordance with the ethical standards as laid down in the 1964 Declaration of Helsinki and its later amendments or comparable ethical standards.,"[the Clinical Trials and Biomedical Ethics Committee, 2014, 198]","['ORG', 'DATE', 'CARDINAL']","[86, 157, 163]","[137, 161, 166]",ethical standards
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185277\sections\1_body\6_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by Clinical Trials and Biomedical Ethics Committee of West China. The patients/participants provided their written informed consent to participate in this study.,[Clinical Trials and Biomedical Ethics Committee],['ORG'],[71],[118],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8185331\sections\1_body\4_ethics_statement\1_p.xml,Written informed consent was obtained from the individual(s) for the publication of any potentially identifiable images or data included in this article.,[],[],[],[],informed consent
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8192969\sections\1_body\4_ethics_statement\1_p.xml,"The studies involving human participants were reviewed and approved by Ethical Committee, Guangdong Women and Children Hospital. Written informed consent to participate in this study was provided by the participants' legal guardian/next of kin.","[Ethical Committee, Guangdong Women and Children Hospital]","['ORG', 'ORG']","[71, 90]","[88, 127]",human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8193050\sections\1_body\7_ethics_statement\1_p.xml,Ethical approval was not provided for this study on human participants because the study is based upon secondary data analysis. The patients/participants provided their written informed consent to participate in this study.,[],[],[],[],human participants
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8194346\sections\1_body\4_ethics_statement\1_p.xml,"The study was conducted in accordance with the principles of the Declaration of Helsinki, and the study protocol was approved by the ethics committee of Henan Cancer Hospital. We obtained patient consent before the study. Written informed consent was obtained from the participant for the publication of this case report. Manuscript is approved by all authors for publication.","[the Declaration of Helsinki, Henan Cancer Hospital]","['WORK_OF_ART', 'ORG']","[61, 153]","[88, 174]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\ethics_statement_frontiers_100\PMC8200661\sections\1_body\5_ethics_statement\1_p.xml,The studies involving human participants were reviewed and approved by the ethics committee of the First Affiliated Hospital of Anhui Medical University. The patients/participants provided their written informed consent to participate in this study.,[the First Affiliated Hospital of Anhui Medical University],['ORG'],[95],[152],ethics committee
