,parsed,entities,labels,position_start,position_end,has_terms
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6312036\sections\1_body\1_methods\1_study_design_and_patients\1_p.xml,"The RiBVD multicenter phase II trial enrolled newly diagnosed MCL patients ≥65 years or <65 years if ineligible or unwilling to undergo autologous stem cell transplantation. The study was conducted in 37 centers of the Lymphoma Study Association (LYSA) (NCT 01457144) and was approved by institutional review boards and ethics committees at all sites, and conducted according to the Declaration of Helsinki. The diagnosis of MCL was established according to the World Health Organization (WHO) 2008 criteria. Ki67 staining and scoring were performed centrally, according to European MCL Network recommendations.
 ","[II, MCL, ≥65 years or <65 years, 37, the Lymphoma Study Association, the Declaration of Helsinki, MCL, the World Health Organization (WHO, European MCL Network]","['ORG', 'ORG', 'DATE', 'CARDINAL', 'ORG', 'WORK_OF_ART', 'ORG', 'ORG', 'ORG']","[28, 62, 75, 201, 215, 379, 425, 458, 574]","[30, 65, 97, 203, 245, 406, 428, 492, 594]",ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6334730\sections\1_body\1_patients_and_methods\1_study_design\1_p.xml,"This multicenter, open-label study was conducted at 21 sites in Japan from January 2013 to February 2017. The study consisted of two parts: a phase 1 component designed to confirm the safety and tolerability of forodesine 300 mg twice-daily for 28 days in patients with relapsed/refractory PTCL and a phase 2 component designed to evaluate the efficacy and safety of this forodesine regimen in relapsed PTCL. The study was conducted in accordance with ethical principles of the Declaration of Helsinki and in compliance with International Council for Harmonization guidelines for Good Clinical Practice. The Institutional Review Boards of all participating institutions approved the study protocol, and all patients provided written informed consent. The study was registered at 
 ","[21, Japan, January 2013, February 2017, two, 1, 300, 28 days, PTCL, 2, the Declaration of Helsinki, International Council for Harmonization, Good Clinical Practice, The Institutional Review Boards]","['CARDINAL', 'GPE', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'DATE', 'ORG', 'CARDINAL', 'WORK_OF_ART', 'ORG', 'ORG', 'ORG']","[52, 64, 75, 91, 129, 148, 222, 245, 290, 307, 474, 525, 580, 604]","[54, 69, 87, 104, 132, 149, 225, 252, 294, 308, 501, 564, 602, 635]",ethical principles
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6342895\sections\1_body\2_methods\9_ethics_committee_analysis\1_p.xml,"This study has been evaluated and approved by our ethics committee, the Ethics Committee for Health of Centro Hospitalar de São João/Faculty of Medicine of Oporto University.",[the Ethics Committee for Health of Centro Hospitalar de São João/Faculty of Medicine of Oporto University],['ORG'],[68],[173],ethics committee
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6365372\sections\1_body\1_subjects_and_methods\1_study_design\1_p.xml,"This was a prospective, phase IV, multicenter, randomized, open-label study conducted at seven sites in four countries: Taiwan, Republic of Korea, United States, and Canada (ClinicalTrials.gov Identifier: NCT01164475). The study was conducted in compliance with the Declaration of Helsinki, Good Clinical Practice guidelines, and the laws, regulations, and applicable guidelines of the relevant countries, and was approved by each institutional review board. All patients provided written informed consent.","[seven, four, Taiwan, Republic of Korea, United States, Canada, NCT01164475, the Declaration of Helsinki]","['CARDINAL', 'CARDINAL', 'GPE', 'GPE', 'GPE', 'GPE', 'PERSON', 'WORK_OF_ART']","[89, 104, 120, 128, 147, 166, 205, 262]","[94, 108, 126, 145, 160, 172, 216, 289]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6391590\sections\1_body\3_materials_and_methods\1_study_design\1_p.xml,"We conducted a multicenter, open-label, randomized clinical trial to assess the safety, pharmacokinetics, and exploratory efficacy of intravenously administered JR-141 (NCT 03128593). The study was conducted in eight hospitals and specialized MPS centers in Japan and was in compliance with the Declaration of Helsinki. The protocol and patient informed consent were reviewed and approved by the Institutional Review Board at each participating institution.","[NCT 03128593, eight, MPS, Japan, the Declaration of Helsinki, the Institutional Review Board]","['DATE', 'CARDINAL', 'ORG', 'GPE', 'WORK_OF_ART', 'ORG']","[169, 211, 243, 258, 291, 392]","[181, 216, 246, 263, 318, 422]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6391590\sections\1_body\3_materials_and_methods\2_participants_and_procedur\1_p.xml,"A total of 14 male patients were enrolled in the study. Two patients (aged 33 and 63) who had no intellectual disability and were able to recognize and verbally report their subjective symptoms were selected for the dose-escalation study (part 1) and were given 0.01, 0.1, 1.0, and 2.0 mg/kg/week of JR-141 intravenously. In part 2 of the study, the other 12 patients (average age, 12.9 years; range, 6 to 25 years; SD, 5.3), seven of whom had intellectual disability, were randomly assigned to a 1.0 or 2.0 mg/kg/week of JR-141 dosing group. Key inclusion criteria were as follows: age 6 years or older (16 years or older in the initial dose-escalation study) at the time of informed consent; a diagnosis of MPS II based on the measurement of overall IDS activity in leukocytes, plasma, and cultured skin fibroblasts along with a genetic analysis; under pharmacotherapy with idursulfase (0.5 mg/kg/week) for at least 12 weeks before the initial administration of JR-141. Key exclusion criteria included a history of hematopoietic stem cell transplantation, practical inability to undergo lumbar puncture, serious drug allergy or hypersensitivity making them unsuitable for participation in the study, a history of receiving other investigational products within 4 months before the beginning of this study. All patients or legally acceptable representatives provided signed informed consent prior to enrolment. Full inclusion and exclusion criteria are listed in the appendix, and the study protocol is available online.","[14, Two, 33 and 63, 1, 0.01, 0.1, 1.0, 2.0, 2, 12, 12.9 years, 6 to 25 years, 5.3, seven, 1.0, 2.0, age 6 years or older, 16 years, 0.5, at least, 4 months]","['CARDINAL', 'CARDINAL', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'CARDINAL', 'DATE', 'DATE', 'CARDINAL', 'CARDINAL', 'DATE']","[11, 56, 75, 244, 262, 268, 273, 282, 330, 356, 382, 401, 420, 426, 497, 504, 583, 605, 889, 909, 1263]","[13, 59, 84, 245, 266, 271, 276, 285, 331, 358, 392, 414, 423, 431, 500, 507, 603, 613, 892, 917, 1271]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6418329\sections\1_body\1_materials_and_methods\5_ethics\1_p.xml,"The study protocol was approved by the Ethics Committee of The Islamic Azad University of Mashhad with this code (IR.IAU.MSHD.REC.1396.115). The patients filled in a written informed consent prior to study entry. The questionnaires were anonymous, and all collected data were regarded as confidential.",[the Ethics Committee of The Islamic Azad University],['ORG'],[35],[86],informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6418329\sections\1_body\5_acknowledgment\1_p.xml,"The authors would like to thank the study participants and coordinators, the medical and paramedical staff at the participating institutions.",[],[],[],[],study participants
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6425108\sections\1_body\5_ethical_considerations\1_p.xml,"All procedures described herein were performed in compliance with the scientific and ethics committees of the Hospital Angeles Pedregal, the Declaration of Helsinki, and approved by the Comisión Federal para la Protección de Riesgos Sanitarios (COFEPRIS, CMN2012-027). Fetal tissue was obtained in 1998 at Good Samaritan Hospital (Los Angeles, CA) with institutional approval #97-11-01, within their neuro-transplantation program. Human fetal brain tissue donor informed consent forms were obtained in accordance with NIH guidelines for use of fetal tissue (available from: 
 ","[the Hospital Angeles Pedregal, the Declaration of Helsinki, Comisión, la Protección de Riesgos Sanitarios, COFEPRIS, CMN2012-027, 1998, Good Samaritan Hospital, Los Angeles, #97-11-01, NIH]","['ORG', 'WORK_OF_ART', 'ORG', 'PERSON', 'ORG', 'PRODUCT', 'DATE', 'ORG', 'GPE', 'MONEY', 'ORG']","[106, 137, 186, 208, 245, 255, 298, 306, 331, 376, 518]","[135, 164, 194, 243, 253, 266, 302, 329, 342, 385, 521]",consent form
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6442956\sections\1_body\1_methods\1_patients_and_donors\1_p.xml,"This retrospective study included all consecutive adult patients who received a first alternative donor HCT for any underlying diagnosis at Fred Hutchinson Cancer Research Center/Seattle Cancer Care Alliance between 2006 and 2015 and subsequently developed chronic GvHD that required systemic treatment. The alternative grafts included unrelated 4–6/6-HLA-matched single or double umbilical cord blood units (UCB), related HLA-haploidentical bone marrow or mobilized peripheral blood stem cells plus post-transplant cyclophosphamide (Haplo/PTCY), and mobilized peripheral blood stem cells from unrelated donors with a single HLA allele mismatched at an A, B, C or DRB1 locus by high resolution typing (1-mMUD), regardless of whether the mismatch resulted in antigen disparity at the locus. Patients had given written consent allowing the use of medical records for research in accordance with the Declaration of Helsinki, and the institutional review board approved the study.","[first, HCT, Fred Hutchinson Cancer Research Center/, between 2006 and 2015, GvHD, 4–6/6, UCB, Haplo/PTCY, the Declaration of Helsinki]","['ORDINAL', 'ORG', 'ORG', 'DATE', 'PERSON', 'CARDINAL', 'ORG', 'ORG', 'WORK_OF_ART']","[80, 104, 140, 208, 265, 346, 409, 534, 893]","[85, 107, 179, 229, 269, 351, 412, 544, 920]",institutional review
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6442960\sections\1_body\1_methods\1_p.xml,"This was a retrospective observational study. All patients diagnosed with CLL according to the World Health Organization criteria from 2007 to 2013 were identified from the National Cancer Registry. A representative physician from each of Sweden’s six health-care regions reviewed all the patient files in the region to identify patients who had received first-line CLL treatment due to progressive, symptomatic CLL. Patients who had started therapy before the end of 2013 were included in order to obtain sufficient follow up. Their files were analyzed in detail from the date of diagnosis until death or until the end of the study period (2017), whichever came first. Patients who had only received treatment for autoimmune hemolysis or idiopathic thrombocytopenic purpura (ITP) not related to progressive CLL were excluded. As this was a retrospective observational study, ethics committee approval (2013/952–31/3) was obtained; in Sweden no informed patient consent was required. The study was performed in accordance with the ethical principles of the Declaration of Helsinki
 ","[CLL, the World Health Organization, 2007, 2013, the National Cancer Registry, Sweden, six, first, CLL, CLL, 2017, first, ITP, CLL, Sweden, the Declaration of Helsinki
 ]","['ORG', 'ORG', 'DATE', 'DATE', 'ORG', 'GPE', 'CARDINAL', 'ORDINAL', 'ORG', 'ORG', 'DATE', 'ORDINAL', 'ORG', 'ORG', 'GPE', 'WORK_OF_ART']","[74, 91, 135, 143, 169, 239, 248, 355, 366, 412, 641, 663, 776, 808, 935, 1053]","[77, 120, 139, 147, 197, 245, 251, 360, 369, 415, 645, 668, 779, 811, 941, 1082]",ethical principles
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6714858\sections\1_body\1_patients_and_methods\1_p.xml,"All the participating children and parents were informed about the study, and informed consent was received. The study was approved by the Ethics Committee of Erciyes University Medical Faculty with no: TTU2016-6579 and was also supported by the Erciyes University Research Project Management Unit under the project designated as TTU2016-6579.","[the Ethics Committee of Erciyes University Medical Faculty, the Erciyes University Research Project Management Unit, TTU2016-6579]","['ORG', 'ORG', 'ORG']","[135, 242, 330]","[193, 297, 342]",informed consent
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC6760546\sections\1_body\1_patients_and_methods\1_patients’_eligibility\1_p.xml,"Total 32 eligible patients were enrolled into the clinical trial with ages from 20- to 62-year-old with hematologic malignancies including acute myeloid leukemia (AML), acute lymphoblastic leukemia (ALL), high-risk myelodysplasia (MDS), chronic myelomonocytic leukemia (CMML) from June 2017 to January 2018 in our center. ECOG performance status was ≤2 in all patients. All patients had adequate baseline laboratory values for eligibility. This study had ethical approval from the local ethical committees and conducted in accordance with the Declaration of Helsinki. All patient data originate from clinical trials with mandatory written informed consent.","[62-year-old, AML, CMML, June 2017 to January 2018, the Declaration of Helsinki]","['DATE', 'ORG', 'ORG', 'DATE', 'WORK_OF_ART']","[87, 163, 270, 281, 539]","[98, 166, 274, 306, 566]",ethical approval
C:\Users\shweata\dictionary\ethics_statement_project\stem_cell_2018\PMC8059405\sections\1_body\1_methods\1_study_design\1_p.xml,"This multicenter, open-label study was conducted in accordance with Good Clinical Practice, per the International Conference on Harmonization Guideline E6, and with ethical principles outlined in the Declaration of Helsinki. The protocol was approved by the institutional review boards of all participating centers. All patients provided written informed consent. This study is registered at 
 ","[Good Clinical Practice, the International Conference on Harmonization Guideline E6, the Declaration of Helsinki]","['ORG', 'ORG', 'WORK_OF_ART']","[68, 96, 196]","[90, 154, 223]",ethical principles
